neuron_idx,TT,unit_idx,latency_s,latency_ms
0.000000,2.000000,0.000000,0.032350,32.350000
1.000000,2.000000,1.000000,0.055850,55.850000
2.000000,4.000000,0.000000,0.032200,32.200000
3.000000,5.000000,0.000000,0.024367,24.366667
4.000000,7.000000,0.000000,0.029633,29.633333
5.000000,8.000000,0.000000,0.018767,18.766667
6.000000,8.000000,1.000000,0.029433,29.433333
7.000000,8.000000,2.000000,0.076000,76.000000
