neuron_idx,TT,unit_idx,latency_s,latency_ms
0.000000,1.000000,0.000000,0.047517,47.516667
1.000000,1.000000,1.000000,0.045767,45.766667
2.000000,2.000000,0.000000,0.044500,44.500000
3.000000,2.000000,1.000000,0.045317,45.316667
4.000000,3.000000,0.000000,0.050267,50.266667
5.000000,3.000000,1.000000,0.046150,46.150000
