1.000000,-0.074088,0.167187,0.128441,0.021235,0.034387,0.149034,0.100081,0.102834,0.091721,0.079034,-0.018089,0.040058
-0.074088,1.000000,-0.186984,-0.043352,-0.033134,0.057042,-0.049452,0.004927,-0.029305,-0.039196,-0.040775,-0.027079,-0.092295
0.167187,-0.186984,1.000000,0.084137,0.003609,0.017938,0.136112,0.061011,0.068630,0.027118,0.025006,0.044227,0.100235
0.128441,-0.043352,0.084137,1.000000,0.249953,0.286473,0.196438,0.273937,0.229735,0.119123,0.114821,-0.034033,0.154773
0.021235,-0.033134,0.003609,0.249953,1.000000,0.151487,0.111692,0.140183,0.137565,0.079038,0.079227,0.063064,0.104009
0.034387,0.057042,0.017938,0.286473,0.151487,1.000000,0.273939,0.213703,0.213625,0.099116,0.077954,-0.010928,0.141566
0.149034,-0.049452,0.136112,0.196438,0.111692,0.273939,1.000000,0.162558,0.153314,0.007966,0.031059,0.023901,0.056896
0.100081,0.004927,0.061011,0.273937,0.140183,0.213703,0.162558,1.000000,0.362383,0.298410,0.282054,-0.021873,0.127180
0.102834,-0.029305,0.068630,0.229735,0.137565,0.213625,0.153314,0.362383,1.000000,0.151404,0.144248,0.059352,0.085442
0.091721,-0.039196,0.027118,0.119123,0.079038,0.099116,0.007966,0.298410,0.151404,1.000000,0.346589,0.095190,0.302082
0.079034,-0.040775,0.025006,0.114821,0.079227,0.077954,0.031059,0.282054,0.144248,0.346589,1.000000,-0.041466,0.154959
-0.018089,-0.027079,0.044227,-0.034033,0.063064,-0.010928,0.023901,-0.021873,0.059352,0.095190,-0.041466,1.000000,0.183577
0.040058,-0.092295,0.100235,0.154773,0.104009,0.141566,0.056896,0.127180,0.085442,0.302082,0.154959,0.183577,1.000000
