neuron_idx,TT,unit_idx,latency_s,latency_ms
0.000000,3.000000,0.000000,0.051933,51.933333
1.000000,4.000000,0.000000,0.053233,53.233333
2.000000,5.000000,0.000000,0.050650,50.650000
3.000000,5.000000,1.000000,0.057117,57.116667
4.000000,6.000000,0.000000,0.055333,55.333333
5.000000,7.000000,0.000000,0.046167,46.166667
6.000000,8.000000,0.000000,0.045350,45.350000
