neuron_idx,TT,unit_idx,latency_s,latency_ms
0.000000,2.000000,0.000000,0.026433,26.433333
1.000000,3.000000,0.000000,0.026067,26.066667
2.000000,4.000000,0.000000,0.036650,36.650000
3.000000,4.000000,1.000000,0.048200,48.200000
4.000000,5.000000,0.000000,0.038367,38.366667
5.000000,6.000000,0.000000,0.045600,45.600000
6.000000,7.000000,0.000000,0.049150,49.150000
7.000000,8.000000,0.000000,0.015133,15.133333
8.000000,8.000000,1.000000,0.015433,15.433333
